TF gene,PBM filename,TF tested in PBM,AA identity,More info,OLS CV accuracy
"POU3F1","Danio_rerio|M01676_1.94d|Zoo_01|6777","pou3f3b",94,"Inferred - pou3f3b (94% AA Identity, Danio rerio)",0.741698
"POU3F1","Nasonia_vitripennis|M01706_1.94d|Zoo_01|6832","NV11360",76,"Inferred - NV11360 (76% AA Identity, Nasonia vitripennis)",0.784846
"POU3F1","Takifugu_rubripes|M01700_1.94d|Zoo_01|6957","pou2f3",72,"Inferred - pou2f3 (72% AA Identity, Takifugu rubripes)",0.620463
"POU3F2","Mus_musculus|M01699_1.94d|Berger08|Pou3f2_2824.1","Pou3f2",100,"Inferred - Pou3f2 (100% AA Identity, Mus musculus)",0.661959
"POU3F2","Xenopus_laevis|M01710_1.94d|Zoo_01|6722","AAH72060",99,"Inferred - AAH72060 (99% AA Identity, Xenopus laevis)",0.704326
"POU3F2","Ailuropoda_melanoleuca|M01675_1.94d|Zoo_01|6519","D2GWY1_AILME",99,"Inferred - D2GWY1_AILME (99% AA Identity, Ailuropoda melanoleuca)",0.712035
"POU3F2","Danio_rerio|M01676_1.94d|Zoo_01|6777","pou3f3b",98,"Inferred - pou3f3b (98% AA Identity, Danio rerio)",0.741698
"POU3F2","Nasonia_vitripennis|M01706_1.94d|Zoo_01|6832","NV11360",78,"Inferred - NV11360 (78% AA Identity, Nasonia vitripennis)",0.784846
"POU3F2","Takifugu_rubripes|M01700_1.94d|Zoo_01|6957","pou2f3",72,"Inferred - pou2f3 (72% AA Identity, Takifugu rubripes)",0.620463
"POU3F3","Ailuropoda_melanoleuca|M01675_1.94d|Zoo_01|6519","D2GWY1_AILME",100,"Inferred - D2GWY1_AILME (100% AA Identity, Ailuropoda melanoleuca)",0.712035
"POU3F3","Mus_musculus|M02082_1.94d|Berger08|Pou3f3_3235.2","Pou3f3",99,"Inferred - Pou3f3 (99% AA Identity, Mus musculus)",0.584737
"POU3F3","Mus_musculus|M01699_1.94d|Berger08|Pou3f2_2824.1","Pou3f2",99,"Inferred - Pou3f2 (99% AA Identity, Mus musculus)",0.661959
"POU3F3","Danio_rerio|M01676_1.94d|Zoo_01|6777","pou3f3b",97,"Inferred - pou3f3b (97% AA Identity, Danio rerio)",0.741698
"POU3F3","Nasonia_vitripennis|M01706_1.94d|Zoo_01|6832","NV11360",78,"Inferred - NV11360 (78% AA Identity, Nasonia vitripennis)",0.784846
"POU3F3","Takifugu_rubripes|M01700_1.94d|Zoo_01|6957","pou2f3",72,"Inferred - pou2f3 (72% AA Identity, Takifugu rubripes)",0.620463
"POU3F4","Homo_sapiens|M01682_1.94d|Barrera2016|POU3F4_A312V_R1","POU3F4",100,"Direct",0.478276
"POU3F4","Homo_sapiens|M01684_1.94d|Barrera2016|POU3F4_REF_R1","POU3F4",100,"Direct",0.488487
"POU3F4","Mus_musculus|M01696_1.94d|Berger08|Pou3f4_3773.1","Pou3f4",100,"Inferred - Pou3f4 (100% AA Identity, Mus musculus)",0.539929
"POU3F4","Danio_rerio|M01676_1.94d|Zoo_01|6777","pou3f3b",94,"Inferred - pou3f3b (94% AA Identity, Danio rerio)",0.741698
"POU3F4","Nasonia_vitripennis|M01706_1.94d|Zoo_01|6832","NV11360",77,"Inferred - NV11360 (77% AA Identity, Nasonia vitripennis)",0.784846
"POU3F4","Takifugu_rubripes|M01700_1.94d|Zoo_01|6957","pou2f3",72,"Inferred - pou2f3 (72% AA Identity, Takifugu rubripes)",0.620463
"POU4F1","Homo_sapiens|M01677_1.94d|Barrera2016|POU4F3_L289F_R1","POU4F3",96,"Inferred - POU4F3 (96% AA Identity, Homo sapiens)",0.746153
"POU4F1","Homo_sapiens|M01678_1.94d|Barrera2016|POU4F3_REF_R1","POU4F3",96,"Inferred - POU4F3 (96% AA Identity, Homo sapiens)",0.72127
"POU4F1","Mus_musculus|M01692_1.94d|Berger08|Pou4f3_2791.1","Pou4f3",96,"Inferred - Pou4f3 (96% AA Identity, Mus musculus)",0.691083
"POU4F2","Homo_sapiens|M01677_1.94d|Barrera2016|POU4F3_L289F_R1","POU4F3",96,"Inferred - POU4F3 (96% AA Identity, Homo sapiens)",0.746153
"POU4F2","Homo_sapiens|M01678_1.94d|Barrera2016|POU4F3_REF_R1","POU4F3",96,"Inferred - POU4F3 (96% AA Identity, Homo sapiens)",0.72127
"POU4F2","Mus_musculus|M01692_1.94d|Berger08|Pou4f3_2791.1","Pou4f3",96,"Inferred - Pou4f3 (96% AA Identity, Mus musculus)",0.691083
"POU4F3","Mus_musculus|M01692_1.94d|Berger08|Pou4f3_2791.1","Pou4f3",100,"Inferred - Pou4f3 (100% AA Identity, Mus musculus)",0.691083
"POU4F3","Homo_sapiens|M01677_1.94d|Barrera2016|POU4F3_L289F_R1","POU4F3",100,"Direct",0.746153
"POU4F3","Homo_sapiens|M01678_1.94d|Barrera2016|POU4F3_REF_R1","POU4F3",100,"Direct",0.72127
"POU5F1","Homo_sapiens|M01682_1.94d|Barrera2016|POU3F4_A312V_R1","POU3F4",72,"Inferred - POU3F4 (72% AA Identity, Homo sapiens)",0.478276
"POU5F1","Homo_sapiens|M01684_1.94d|Barrera2016|POU3F4_REF_R1","POU3F4",72,"Inferred - POU3F4 (72% AA Identity, Homo sapiens)",0.488487
"POU5F1","Mus_musculus|M01696_1.94d|Berger08|Pou3f4_3773.1","Pou3f4",72,"Inferred - Pou3f4 (72% AA Identity, Mus musculus)",0.539929
"POU5F1","Xenopus_laevis|M01710_1.94d|Zoo_01|6722","AAH72060",71,"Inferred - AAH72060 (71% AA Identity, Xenopus laevis)",0.704326
"POU5F1","Takifugu_rubripes|M01701_1.94d|Zoo_01|6827","pou3f2a",71,"Inferred - pou3f2a (71% AA Identity, Takifugu rubripes)",0.726173
"POU5F1","Danio_rerio|M01676_1.94d|Zoo_01|6777","pou3f3b",70,"Inferred - pou3f3b (70% AA Identity, Danio rerio)",0.741698
"POU5F1B","Mus_musculus|M01696_1.94d|Berger08|Pou3f4_3773.1","Pou3f4",71,"Inferred - Pou3f4 (71% AA Identity, Mus musculus)",0.539929
"POU5F1B","Homo_sapiens|M01684_1.94d|Barrera2016|POU3F4_REF_R1","POU3F4",71,"Inferred - POU3F4 (71% AA Identity, Homo sapiens)",0.488487
"POU5F1B","Takifugu_rubripes|M01701_1.94d|Zoo_01|6827","pou3f2a",70,"Inferred - pou3f2a (70% AA Identity, Takifugu rubripes)",0.726173
"POU6F1","Mus_musculus|M01691_1.94d|Berger08|Pou6f1_3733.1","Pou6f1",99,"Inferred - Pou6f1 (99% AA Identity, Mus musculus)",0.620522
"POU6F1","Mus_musculus|M01690_1.94d|Berger08|Pou6f1_1731.2","Pou6f1",99,"Inferred - Pou6f1 (99% AA Identity, Mus musculus)",0.687509
"POU6F2","Homo_sapiens|M01679_1.94d|Barrera2016|POU6F2_E639K_R1","POU6F2",100,"Direct",0.520277
"POU6F2","Homo_sapiens|M01680_1.94d|Barrera2016|POU6F2_REF_R1","POU6F2",100,"Direct",0.522804
"POU6F2","Mus_musculus|M01690_1.94d|Berger08|Pou6f1_1731.2","Pou6f1",86,"Inferred - Pou6f1 (86% AA Identity, Mus musculus)",0.687509
"POU6F2","Mus_musculus|M01691_1.94d|Berger08|Pou6f1_3733.1","Pou6f1",86,"Inferred - Pou6f1 (86% AA Identity, Mus musculus)",0.620522
"PROP1","Homo_sapiens|M01282_1.94d|Barrera2016|PROP1_REF_R1","PROP1",100,"Inferred - PROP1 (100% AA Identity, Homo sapiens)",0.755657
"PROP1","Homo_sapiens|M01281_1.94d|Barrera2016|PROP1_R99Q_R1","PROP1",100,"Direct",0.712311
"PROP1","Homo_sapiens|M01280_1.94d|Barrera2016|PROP1_R112Q_R1","PROP1",100,"Direct",0.809771
"PROP1","Mus_musculus|M01388_1.94d|Berger08|Vsx1_1728.1","Vsx1",68,"Inferred - Vsx1 (68% AA Identity, Mus musculus)",0.622551
"PROP1","Homo_sapiens|M01245_1.94d|Barrera2016|VSX2_REF_R1","VSX2",66,"Inferred - VSX2 (66% AA Identity, Homo sapiens)",0.863523
"PROP1","Mus_musculus|M01328_1.94d|Berger08|Alx3_3418.2","Alx3",66,"Inferred - Alx3 (66% AA Identity, Mus musculus)",0.656403
"PRRX1","Mus_musculus|M01359_1.94d|Berger08|Prrx1_3442.1","Prrx1",100,"Inferred - Prrx1 (100% AA Identity, Mus musculus)",0.742322
"PRRX1","Mus_musculus|M01415_1.94d|Berger08|Prrx2_3072.1","Prrx2",96,"Inferred - Prrx2 (96% AA Identity, Mus musculus)",0.557431
"PRRX1","Mus_musculus|M01416_1.94d|Berger08|Alx4_1744.1","Alx4",71,"Inferred - Alx4 (71% AA Identity, Mus musculus)",0.537571
"PRRX1","Mus_musculus|M01396_1.94d|Berger08|Arx_1738.2","Arx",71,"Inferred - Arx (71% AA Identity, Mus musculus)",0.733336
"PRRX1","Homo_sapiens|M01294_1.94d|Zoo_01|2013","SHOX",66,"Inferred - SHOX (66% AA Identity, Homo sapiens)",0.671273
"PRRX2","Mus_musculus|M01415_1.94d|Berger08|Prrx2_3072.1","Prrx2",100,"Inferred - Prrx2 (100% AA Identity, Mus musculus)",0.557431
"PRRX2","Mus_musculus|M01359_1.94d|Berger08|Prrx1_3442.1","Prrx1",96,"Inferred - Prrx1 (96% AA Identity, Mus musculus)",0.742322
"PRRX2","Mus_musculus|M01396_1.94d|Berger08|Arx_1738.2","Arx",71,"Inferred - Arx (71% AA Identity, Mus musculus)",0.733336
"PRRX2","Mus_musculus|M01416_1.94d|Berger08|Alx4_1744.1","Alx4",70,"Inferred - Alx4 (70% AA Identity, Mus musculus)",0.537571
"PRRX2","Homo_sapiens|M01294_1.94d|Zoo_01|2013","SHOX",70,"Inferred - SHOX (70% AA Identity, Homo sapiens)",0.671273
"PTF1A","Mus_musculus|M00272_1.94d|Zoo_01|1349","Atoh1",51,"Inferred - Atoh1 (51% AA Identity, Mus musculus)",0.201119
"RARA","Mus_musculus|M02011_1.94d|Badis09|Rara_1051.3=v2","Rara",98,"Inferred - Rara (98% AA Identity, Mus musculus)",0.563547
"RARA","Mus_musculus|M01998_1.94d|Zoo_01|599","Rarb",97,"Inferred - Rarb (97% AA Identity, Mus musculus)",0.511613
"RARA","Mus_musculus|M01992_1.94d|DREAM_contest|1427","Rarg",97,"Inferred - Rarg (97% AA Identity, Mus musculus)",0.670649
"RARB","Mus_musculus|M01998_1.94d|Zoo_01|599","Rarb",100,"Inferred - Rarb (100% AA Identity, Mus musculus)",0.511613
"RARB","Mus_musculus|M02011_1.94d|Badis09|Rara_1051.3=v2","Rara",95,"Inferred - Rara (95% AA Identity, Mus musculus)",0.563547
"RARB","Mus_musculus|M01992_1.94d|DREAM_contest|1427","Rarg",94,"Inferred - Rarg (94% AA Identity, Mus musculus)",0.670649
"RARG","Mus_musculus|M01992_1.94d|DREAM_contest|1427","Rarg",100,"Inferred - Rarg (100% AA Identity, Mus musculus)",0.670649
"RARG","Homo_sapiens|M01985_1.94d|Zoo_01|482","RARG",100,"Direct",0.531151
"RARG","Mus_musculus|M02011_1.94d|Badis09|Rara_1051.3=v2","Rara",95,"Inferred - Rara (95% AA Identity, Mus musculus)",0.563547
"RARG","Mus_musculus|M01998_1.94d|Zoo_01|599","Rarb",94,"Inferred - Rarb (94% AA Identity, Mus musculus)",0.511613
"RAX","Mus_musculus|M01354_1.94d|Berger08|Rax_3443.1","Rax",100,"Inferred - Rax (100% AA Identity, Mus musculus)",0.559228
"RAX","Mus_musculus|M01396_1.94d|Berger08|Arx_1738.2","Arx",75,"Inferred - Arx (75% AA Identity, Mus musculus)",0.733336
"RAX","Homo_sapiens|M01217_1.94d|Barrera2016|ARX_REF_R1","ARX",75,"Inferred - ARX (75% AA Identity, Homo sapiens)",0.790399
"RAX","Homo_sapiens|M01245_1.94d|Barrera2016|VSX2_REF_R1","VSX2",71,"Inferred - VSX2 (71% AA Identity, Homo sapiens)",0.863523
"RAX","Mus_musculus|M01388_1.94d|Berger08|Vsx1_1728.1","Vsx1",70,"Inferred - Vsx1 (70% AA Identity, Mus musculus)",0.622551
"RAX","Tetraodon_nigroviridis|M01478_1.94d|Zoo_01|2002","uncx4.1",68,"Inferred - uncx4.1 (68% AA Identity, Tetraodon nigroviridis)",0.528431
"RAX2","Mus_musculus|M01354_1.94d|Berger08|Rax_3443.1","Rax",92,"Inferred - Rax (92% AA Identity, Mus musculus)",0.559228
"RAX2","Homo_sapiens|M01217_1.94d|Barrera2016|ARX_REF_R1","ARX",71,"Inferred - ARX (71% AA Identity, Homo sapiens)",0.790399
"RAX2","Mus_musculus|M01396_1.94d|Berger08|Arx_1738.2","Arx",71,"Inferred - Arx (71% AA Identity, Mus musculus)",0.733336
"RAX2","Homo_sapiens|M01245_1.94d|Barrera2016|VSX2_REF_R1","VSX2",70,"Inferred - VSX2 (70% AA Identity, Homo sapiens)",0.863523
"RAX2","Mus_musculus|M01388_1.94d|Berger08|Vsx1_1728.1","Vsx1",70,"Inferred - Vsx1 (70% AA Identity, Mus musculus)",0.622551
"RAX2","Tetraodon_nigroviridis|M01478_1.94d|Zoo_01|2002","uncx4.1",66,"Inferred - uncx4.1 (66% AA Identity, Tetraodon nigroviridis)",0.528431
"RBPJ","Homo_sapiens|M00866_1.94d|DelBianco2010|MAML1-CSL-GST-NOTCH1_Fig2","RBPJ",100,"Direct",0.519343
"RBPJ","Homo_sapiens|M00861_1.94d|DelBianco2010|GST-CSL_Fig4","RBPJ",100,"Direct",0.532784
"RBPJ","Homo_sapiens|M00862_1.94d|DelBianco2010|GST-CSL-NOTCH1","RBPJ",100,"Direct",0.543025
"RFX1","Anolis_carolinensis|M02095_1.94d|Zoo_01|6764","RFX1",100,"Inferred - RFX1 (100% AA Identity, Anolis carolinensis)",0.393689
"RFX1","Tetraodon_nigroviridis|M02103_1.94d|Zoo_01|6836","rfx1a",100,"Inferred - rfx1a (100% AA Identity, Tetraodon nigroviridis)",0.400815
"RFX1","Ornithorhynchus_anatinus|M02102_1.94d|Zoo_01|6785","RFX2",85,"Inferred - RFX2 (85% AA Identity, Ornithorhynchus anatinus)",0.246552
"RFX1","Schistosoma_japonicum|M02109_1.94d|Zoo_01|6798","Sjc_0102030",84,"Inferred - Sjc_0102030 (84% AA Identity, Schistosoma japonicum)",0.040795
"RFX1","Caenorhabditis_elegans|M02107_1.94d|CEPD|8874","daf-19",72,"Inferred - daf-19 (72% AA Identity, Caenorhabditis elegans)",0.021325
"RFX2","Homo_sapiens|M02097_1.94d|Zoo_01|6497","RFX2",100,"Direct",0.31027
"RFX2","Ornithorhynchus_anatinus|M02102_1.94d|Zoo_01|6785","RFX2",94,"Inferred - RFX2 (94% AA Identity, Ornithorhynchus anatinus)",0.246552
"RFX2","Mus_musculus|M02101_1.94d|Badis09|Rfx3_3961.1=v2","Rfx3",91,"Inferred - Rfx3 (91% AA Identity, Mus musculus)",0.273592
"RFX2","Schistosoma_japonicum|M02109_1.94d|Zoo_01|6798","Sjc_0102030",76,"Inferred - Sjc_0102030 (76% AA Identity, Schistosoma japonicum)",0.040795
"RFX2","Caenorhabditis_elegans|M02107_1.94d|CEPD|8874","daf-19",67,"Inferred - daf-19 (67% AA Identity, Caenorhabditis elegans)",0.021325
"RFX3","Mus_musculus|M02101_1.94d|Badis09|Rfx3_3961.1=v2","Rfx3",94,"Inferred - Rfx3 (94% AA Identity, Mus musculus)",0.273592
"RFX3","Homo_sapiens|M02097_1.94d|Zoo_01|6497","RFX2",91,"Inferred - RFX2 (91% AA Identity, Homo sapiens)",0.31027
"RFX3","Ornithorhynchus_anatinus|M02102_1.94d|Zoo_01|6785","RFX2",91,"Inferred - RFX2 (91% AA Identity, Ornithorhynchus anatinus)",0.246552
"RFX3","Schistosoma_japonicum|M02109_1.94d|Zoo_01|6798","Sjc_0102030",76,"Inferred - Sjc_0102030 (76% AA Identity, Schistosoma japonicum)",0.040795
"RFX3","Caenorhabditis_elegans|M02107_1.94d|CEPD|8874","daf-19",65,"Inferred - daf-19 (65% AA Identity, Caenorhabditis elegans)",0.021325
"RFX4","Mus_musculus|M02098_1.94d|Badis09|Rfx4_3761.1=v2","Rfx4",100,"Inferred - Rfx4 (100% AA Identity, Mus musculus)",0.318167
"RFX4","Cavia_porcellus|M02096_1.94d|Zoo_01|6868","RFX4",98,"Inferred - RFX4 (98% AA Identity, Cavia porcellus)",0.402113
"RFX4","Apis_mellifera|M02105_1.94d|Zoo_01|6765","GB41876",65,"Inferred - GB41876 (65% AA Identity, Apis mellifera)",0.464611
"RFX4","Ornithorhynchus_anatinus|M02102_1.94d|Zoo_01|6785","RFX2",56,"Inferred - RFX2 (56% AA Identity, Ornithorhynchus anatinus)",0.246552
"RFX4","Caenorhabditis_elegans|M02107_1.94d|CEPD|8874","daf-19",56,"Inferred - daf-19 (56% AA Identity, Caenorhabditis elegans)",0.021325
"RFX4","Schistosoma_japonicum|M02109_1.94d|Zoo_01|6798","Sjc_0102030",55,"Inferred - Sjc_0102030 (55% AA Identity, Schistosoma japonicum)",0.040795
"RFX5","Mus_musculus|M02100_1.94d|Badis09|Rfxdc2_3516.1=v1","Rfx7",58,"Inferred - Rfx7 (58% AA Identity, Mus musculus)",0.349938
"RFX5","Mus_musculus|M02099_1.94d|DREAM_contest|1416","Rfx7",58,"Inferred - Rfx7 (58% AA Identity, Mus musculus)",0.426221
"RFX6","Cavia_porcellus|M02096_1.94d|Zoo_01|6868","RFX4",70,"Inferred - RFX4 (70% AA Identity, Cavia porcellus)",0.402113
"RFX6","Mus_musculus|M02098_1.94d|Badis09|Rfx4_3761.1=v2","Rfx4",70,"Inferred - Rfx4 (70% AA Identity, Mus musculus)",0.318167
"RFX6","Pediculus_humanus|M02106_1.94d|Zoo_01|6792","PHUM046580",62,"Inferred - PHUM046580 (62% AA Identity, Pediculus humanus)",0.388649
"RFX6","Schistosoma_japonicum|M02109_1.94d|Zoo_01|6798","Sjc_0102030",59,"Inferred - Sjc_0102030 (59% AA Identity, Schistosoma japonicum)",0.040795
"RFX6","Ornithorhynchus_anatinus|M02102_1.94d|Zoo_01|6785","RFX2",57,"Inferred - RFX2 (57% AA Identity, Ornithorhynchus anatinus)",0.246552
"RFX6","Caenorhabditis_elegans|M02107_1.94d|CEPD|8874","daf-19",55,"Inferred - daf-19 (55% AA Identity, Caenorhabditis elegans)",0.021325
"RFX7","Mus_musculus|M02100_1.94d|Badis09|Rfxdc2_3516.1=v1","Rfx7",100,"Inferred - Rfx7 (100% AA Identity, Mus musculus)",0.349938
"RFX7","Mus_musculus|M02099_1.94d|DREAM_contest|1416","Rfx7",100,"Inferred - Rfx7 (100% AA Identity, Mus musculus)",0.426221
"RORA","Mus_musculus|M02009_1.94d|DREAM_contest|1412","Rora",100,"Inferred - Rora (100% AA Identity, Mus musculus)",0.455848
"RORA","Mus_musculus|M02010_1.94d|DREAM_contest|1456","Rorb",92,"Inferred - Rorb (92% AA Identity, Mus musculus)",0.597651
"RORA","Drosophila_melanogaster|M02018_1.94d|Zoo_01|2401","Hr46",77,"Inferred - Hr46 (77% AA Identity, Drosophila melanogaster)",0.654604
"RORA","Aedes_aegypti|M01972_1.94d|Zoo_01|872","AAEL009588",77,"Inferred - AAEL009588 (77% AA Identity, Aedes aegypti)",0.467565
"RORB","Mus_musculus|M02010_1.94d|DREAM_contest|1456","Rorb",100,"Inferred - Rorb (100% AA Identity, Mus musculus)",0.597651
"RORB","Mus_musculus|M02009_1.94d|DREAM_contest|1412","Rora",92,"Inferred - Rora (92% AA Identity, Mus musculus)",0.455848
"RORB","Aedes_aegypti|M01972_1.94d|Zoo_01|872","AAEL009588",77,"Inferred - AAEL009588 (77% AA Identity, Aedes aegypti)",0.467565
"RORB","Drosophila_melanogaster|M02018_1.94d|Zoo_01|2401","Hr46",77,"Inferred - Hr46 (77% AA Identity, Drosophila melanogaster)",0.654604
"RORC","Mus_musculus|M02009_1.94d|DREAM_contest|1412","Rora",90,"Inferred - Rora (90% AA Identity, Mus musculus)",0.455848
"RORC","Mus_musculus|M02010_1.94d|DREAM_contest|1456","Rorb",90,"Inferred - Rorb (90% AA Identity, Mus musculus)",0.597651
"RORC","Aedes_aegypti|M01972_1.94d|Zoo_01|872","AAEL009588",74,"Inferred - AAEL009588 (74% AA Identity, Aedes aegypti)",0.467565
"RORC","Drosophila_melanogaster|M02018_1.94d|Zoo_01|2401","Hr46",74,"Inferred - Hr46 (74% AA Identity, Drosophila melanogaster)",0.654604
"RUNX1","Homo_sapiens|NA|Shen2018|RUNX1","RUNX1",100,"Direct",0.716568
"RUNX2","Homo_sapiens|NA|Shen2018|RUNX2","RUNX2",100,"Direct",0.660477
"RUNX3","Homo_sapiens|NA|Shen2018|RUNX2","RUNX2",94,"Inferred - RUNX2 (94% AA Identity, Homo sapiens)",0.660477
"RUNX3","Homo_sapiens|NA|Shen2018|RUNX1","RUNX1",93,"Inferred - RUNX1 (93% AA Identity, Homo sapiens)",0.716568
"RXRA","Mus_musculus|M01997_1.94d|Badis09|Rxra_1035.2=v1","Rxra",100,"Inferred - Rxra (100% AA Identity, Mus musculus)",0.46243
"RXRA","Mus_musculus|M01996_1.94d|Zoo_01|1396","Rxrg",95,"Inferred - Rxrg (95% AA Identity, Mus musculus)",0.67156
"RXRA","Mus_musculus|M02012_1.94d|Zoo_01|1395","Rxrb",90,"Inferred - Rxrb (90% AA Identity, Mus musculus)",0.56249
"RXRB","Mus_musculus|M02012_1.94d|Zoo_01|1395","Rxrb",100,"Inferred - Rxrb (100% AA Identity, Mus musculus)",0.56249
"RXRB","Mus_musculus|M01997_1.94d|Badis09|Rxra_1035.2=v1","Rxra",90,"Inferred - Rxra (90% AA Identity, Mus musculus)",0.46243
"RXRB","Mus_musculus|M01996_1.94d|Zoo_01|1396","Rxrg",88,"Inferred - Rxrg (88% AA Identity, Mus musculus)",0.67156
"RXRG","Mus_musculus|M01996_1.94d|Zoo_01|1396","Rxrg",100,"Inferred - Rxrg (100% AA Identity, Mus musculus)",0.67156
"RXRG","Mus_musculus|M01997_1.94d|Badis09|Rxra_1035.2=v1","Rxra",95,"Inferred - Rxra (95% AA Identity, Mus musculus)",0.46243
"RXRG","Mus_musculus|M02012_1.94d|Zoo_01|1395","Rxrb",88,"Inferred - Rxrb (88% AA Identity, Mus musculus)",0.56249
"SCX","Mus_musculus|M00242_1.94d|Zoo_01|231","Msc",58,"Inferred - Msc (58% AA Identity, Mus musculus)",-0.102401
"SCX","Mus_musculus|M00224_1.94d|Zoo_01|127","Twist2",55,"Inferred - Twist2 (55% AA Identity, Mus musculus)",0.422945
"SHOX","Homo_sapiens|M01294_1.94d|Zoo_01|2013","SHOX",100,"Direct",0.671273
"SHOX","Mus_musculus|M01367_1.94d|Berger08|Shox2_2641.2","Shox2",100,"Inferred - Shox2 (100% AA Identity, Mus musculus)",0.727175
"SHOX","Oikopleura_dioica|M01644_1.94d|Zoo_01|2032","SNAPOd2T00006620001",84,"Inferred - SNAPOd2T00006620001 (84% AA Identity, Oikopleura dioica)",0.547695
"SHOX","Mus_musculus|M01396_1.94d|Berger08|Arx_1738.2","Arx",73,"Inferred - Arx (73% AA Identity, Mus musculus)",0.733336
"SHOX","Tetraodon_nigroviridis|M01478_1.94d|Zoo_01|2002","uncx4.1",71,"Inferred - uncx4.1 (71% AA Identity, Tetraodon nigroviridis)",0.528431
"SHOX2","Homo_sapiens|M01294_1.94d|Zoo_01|2013","SHOX",100,"Inferred - SHOX (100% AA Identity, Homo sapiens)",0.671273
"SHOX2","Mus_musculus|M01367_1.94d|Berger08|Shox2_2641.2","Shox2",100,"Inferred - Shox2 (100% AA Identity, Mus musculus)",0.727175
"SHOX2","Oikopleura_dioica|M01644_1.94d|Zoo_01|2032","SNAPOd2T00006620001",84,"Inferred - SNAPOd2T00006620001 (84% AA Identity, Oikopleura dioica)",0.547695
"SHOX2","Mus_musculus|M01396_1.94d|Berger08|Arx_1738.2","Arx",73,"Inferred - Arx (73% AA Identity, Mus musculus)",0.733336
"SHOX2","Tetraodon_nigroviridis|M01478_1.94d|Zoo_01|2002","uncx4.1",71,"Inferred - uncx4.1 (71% AA Identity, Tetraodon nigroviridis)",0.528431
"SIX1","Mus_musculus|M01443_1.94d|Berger08|Six1_0935.2","Six1",100,"Inferred - Six1 (100% AA Identity, Mus musculus)",0.547
"SIX1","Mus_musculus|M01353_1.94d|Berger08|Six2_2307.2","Six2",98,"Inferred - Six2 (98% AA Identity, Mus musculus)",0.673442
"SIX1","Drosophila_melanogaster|M01490_1.94d|Zoo_01|2010","so",92,"Inferred - so (92% AA Identity, Drosophila melanogaster)",0.464924
"SIX1","Homo_sapiens|M01293_1.94d|Barrera2016|SIX6_T165A_R1","SIX6",65,"Inferred - SIX6 (65% AA Identity, Homo sapiens)",0.49052
"SIX2","Mus_musculus|M01353_1.94d|Berger08|Six2_2307.2","Six2",100,"Inferred - Six2 (100% AA Identity, Mus musculus)",0.673442
"SIX2","Mus_musculus|M01443_1.94d|Berger08|Six1_0935.2","Six1",98,"Inferred - Six1 (98% AA Identity, Mus musculus)",0.547
"SIX2","Drosophila_melanogaster|M01490_1.94d|Zoo_01|2010","so",94,"Inferred - so (94% AA Identity, Drosophila melanogaster)",0.464924
"SIX2","Homo_sapiens|M01293_1.94d|Barrera2016|SIX6_T165A_R1","SIX6",65,"Inferred - SIX6 (65% AA Identity, Homo sapiens)",0.49052
"SIX3","Mus_musculus|M01412_1.94d|Berger08|Six3_1732.2","Six3",100,"Inferred - Six3 (100% AA Identity, Mus musculus)",0.506166
"SIX3","Mus_musculus|M01338_1.94d|Badis09|Six6_2267.4=v1","Six6",98,"Inferred - Six6 (98% AA Identity, Mus musculus)",0.49626
"SIX3","Homo_sapiens|M01291_1.94d|Barrera2016|SIX6_H141N_R1","SIX6",98,"Inferred - SIX6 (98% AA Identity, Homo sapiens)",0.496404
"SIX3","Homo_sapiens|M01293_1.94d|Barrera2016|SIX6_T165A_R1","SIX6",96,"Inferred - SIX6 (96% AA Identity, Homo sapiens)",0.49052
"SIX3","Mus_musculus|M01353_1.94d|Berger08|Six2_2307.2","Six2",68,"Inferred - Six2 (68% AA Identity, Mus musculus)",0.673442
"SIX3","Mus_musculus|M01443_1.94d|Berger08|Six1_0935.2","Six1",67,"Inferred - Six1 (67% AA Identity, Mus musculus)",0.547
"SIX4","Mus_musculus|M01443_1.94d|Berger08|Six1_0935.2","Six1",70,"Inferred - Six1 (70% AA Identity, Mus musculus)",0.547
"SIX4","Mus_musculus|M01353_1.94d|Berger08|Six2_2307.2","Six2",70,"Inferred - Six2 (70% AA Identity, Mus musculus)",0.673442
"SIX4","Drosophila_melanogaster|M01490_1.94d|Zoo_01|2010","so",69,"Inferred - so (69% AA Identity, Drosophila melanogaster)",0.464924
"SIX5","Drosophila_melanogaster|M01490_1.94d|Zoo_01|2010","so",65,"Inferred - so (65% AA Identity, Drosophila melanogaster)",0.464924
"SIX5","Mus_musculus|M01443_1.94d|Berger08|Six1_0935.2","Six1",65,"Inferred - Six1 (65% AA Identity, Mus musculus)",0.547
"SIX5","Mus_musculus|M01353_1.94d|Berger08|Six2_2307.2","Six2",65,"Inferred - Six2 (65% AA Identity, Mus musculus)",0.673442
"SIX6","Mus_musculus|M01338_1.94d|Badis09|Six6_2267.4=v1","Six6",100,"Inferred - Six6 (100% AA Identity, Mus musculus)",0.49626
"SIX6","Homo_sapiens|M01293_1.94d|Barrera2016|SIX6_T165A_R1","SIX6",100,"Direct",0.49052
"SIX6","Homo_sapiens|M01291_1.94d|Barrera2016|SIX6_H141N_R1","SIX6",100,"Direct",0.496404
"SIX6","Mus_musculus|M01443_1.94d|Berger08|Six1_0935.2","Six1",67,"Inferred - Six1 (67% AA Identity, Mus musculus)",0.547
